Board Number,Board Name,Board Type,School Number,School Name,School Type,School Special Condition Code,School Level,School Language,Grade Range,Building Suite,P.O. Box,Street,Municipality,City,Province,Postal Code,Phone Number,Fax Number,School Website,Board Website,Enrolment,Latitude,Longitude,Percentage of Students Whose First Language Is Not English,Percentage of Students Whose First Language Is Not French,Percentage of Students Who Are New to Canada from a Non-English Speaking Country,Percentage of Students Who Are New to Canada from a Non-French Speaking Country,Percentage of Students Receiving Special Education Services,Percentage of Students Identified as Gifted,Percentage of Grade 3 Students Achieving the Provincial Standard in Reading,Change in Grade 3 Reading Achievement Over Three Years,Percentage of Grade 3 Students Achieving the Provincial Standard in Writing,Change in Grade 3 Writing Acheivement Over Three Years,Percentage of Grade 3 Students Achieving the Provincial Standard in Mathematics,Change in Grade 3 Mathematics Achievement Over Three Years,Percentage of Grade 6 Students Achieving the Provincial Standard in Reading,Change in Grade 6 Reading Achievement Over Three Years,Percentage of Grade 6 Students Achieving the Provincial Standard in Writing,Change in Grade 6 Writing Acheivement Over Three Years,Percentage of Grade 6 Students Achieving the Provincial Standard in Mathematics,Change in Grade 6 Mathematics Achievement Over Three Years,Percentage of Grade 9 Students Achieving the Provincial Standard in Academic Mathematics,Change in Grade 9 Academic Mathematics Acheivement Over Three Years,Percentage of Grade 9 Students Achieving the Provincial Standard in Applied Mathematics,Change in Grade 9 Applied Mathematics Achievement Over Three Years,Percentage of Students That Passed the Grade 10 OSSLT on Their First Attempt,Change in Grade 10 OSSLT Literacy Achievement Over Three Years,Percentage of Children Who Live in Low-Income Households,Percentage of Students Whose Parents Have Some Unviersity Education,Percentage of JK-Grade 3 Classes With 20 Students or Fewer,Percentage of JK-Grade 3 Classes With 23 Students or Fewer,Extract Date
B67024,Windsor-Essex CDSB,Cath Dist Sch Brd (E/F),718018,St. Michael's Adult High School,Catholic,Adult,Secondary,English,9-12,NA,NA,477 Detroit,Windsor,Windsor,Ontario,N9C2P6,519-946-3761,519-946-3766,http://www.wecdsb.on.ca/120,http://www.wecdsb.on.ca, 340 ,42.30261,-83.07175,18.5,100,7.4,7.1,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N/D,NA,38.17,5.15,NA,NA,Dec-04-17
B67024,Windsor-Essex CDSB,Cath Dist Sch Brd (E/F),859575,Stella Maris Catholic School,Catholic,Not applicable,Elementary,English,JK-8,NA,NA,140 Girard,Amherstburg,Amherstburg,Ontario,N9V2X3,519-736-6408,519-736-1144,http://mail.wecdsb.on.ca/~223/,http://www.wecdsb.on.ca, 272 ,42.11563,-83.10671,SP,100,SP,SP,32,NA,81%,-1,88%,-6,70%,-12,86%,-6,90%,-2,70%,-1,NA,NA,NA,NA,NA,NA,5.99,26.48,0.333,1,Dec-04-17
B67024,Windsor-Essex CDSB,Cath Dist Sch Brd (E/F),866008,W J Langlois Catholic School,Catholic,Not applicable,Elementary,English,JK-8,NA,NA,3110 Rivard,Windsor,Windsor,Ontario,N8T2J2,519-948-9122,519-974-7907,http://mail.wecdsb.on.ca/~156/,http://www.wecdsb.on.ca, 282 ,42.29413,-82.95236,20.6,100,4.6,6,19.5,NA,81%,9,81%,-3,56%,-3,71%,-11,86%,-4,50%,0,NA,NA,NA,NA,NA,NA,28.52,10.58,1,1,Dec-04-17
B67075,York CDSB,Cath Dist Sch Brd (E/F),686263,All Saints Catholic Elementary School,Catholic,Not applicable,Elementary,English,JK-8,NA,NA,130 Castlemore,Markham,Unionville,Ontario,L6C2P9,905-887-8780,905-887-2019,http://ast.ycdsb.ca,http://www.ycdsb.ca, 469 ,43.89633,-79.3075,27.7,100,4.1,4.5,8.7,NA,73%,-12,88%,-2,65%,-3,88%,2,94%,10,73%,-6,NA,NA,NA,NA,NA,NA,14.41,61.86,1,1,Dec-04-17
B67075,York CDSB,Cath Dist Sch Brd (E/F),689777,Blessed Scalabrini Catholic Elementary School,Catholic,Not applicable,Elementary,English,JK-8,NA,NA,290 York Hill,Vaughan,Thornhill,Ontario,L4J3B6,905-886-3272,905-886-0038,http://bsi.ycdsb.ca/,http://www.ycdsb.ca, 230 ,43.7995,-79.44101,36.1,100,7.8,7.8,10,NA,73%,-20,73%,-20,69%,-24,86%,8,90%,7,67%,24,NA,NA,NA,NA,NA,NA,15.24,53.97,1,1,Dec-04-17
B67075,York CDSB,Cath Dist Sch Brd (E/F),874361,Blessed Trinity Catholic Elementary School,Catholic,Not applicable,Elementary,English,JK-8,NA,NA,230 Hawker,Aurora,Maple,Ontario,L6A2R2,905-303-7150,905-303-7152,http://bty.ycdsb.ca/,http://www.ycdsb.ca, 645 ,43.84395,-79.52519,17.8,99.8,2.9,3.7,11.2,NA,82%,22,88%,6,73%,18,71%,-7,77%,-14,42%,-9,NA,NA,NA,NA,NA,NA,13.05,37.61,0.875,1,Dec-04-17
B67075,York CDSB,Cath Dist Sch Brd (E/F),693820,Canadian Martyrs Catholic Elementary School,Catholic,Not applicable,Elementary,English,JK-8,NA,NA,170 London,Newmarket,Newmarket,Ontario,L3Y6R5,905-895-8530,905-895-9173,http://cms.ycdsb.ca/,http://www.ycdsb.ca, 533 ,44.06412,-79.47433,24.4,100,2.4,2.8,16.3,NA,69%,10,66%,1,48%,-8,98%,8,89%,2,50%,-3,NA,NA,NA,NA,NA,NA,11.28,44.89,1,1,Dec-04-17
B67075,York CDSB,Cath Dist Sch Brd (E/F),728632,Cardinal Carter Catholic Secondary School,Catholic,Not applicable,Secondary,English,9-12,NA,NA,210 Bloomington,Aurora,Aurora,Ontario,L4G3G9,905-727-2455,905-727-9568,http://cch.ycdsb.ca/,http://www.ycdsb.ca," 1,343 ",43.96156,-79.46643,18.6,99.8,0.8,1,14.7,SP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77%,-12,52%,15,89%,-3,13.75,36.46,NA,NA,Dec-04-17
B67075,York CDSB,Cath Dist Sch Brd (E/F),696919,Christ the King Catholic Elementary School,Catholic,Not applicable,Elementary,English,JK-8,NA,NA,329 Valleymede,Richmond Hill,Richmond Hill,Ontario,L4B2E1,905-771-6036,905-771-9725,http://ctk.ycdsb.ca,http://www.ycdsb.ca, 554 ,43.85763,-79.39678,46.8,99.5,2.5,2.5,3.2,NA,86%,1,86%,-9,88%,-2,97%,2,100%,5,74%,-11,NA,NA,NA,NA,NA,NA,16.7,46.6,0.786,1,Dec-04-17
B67075,York CDSB,Cath Dist Sch Brd (E/F),705470,Corpus Christi Catholic Elementary School,Catholic,Not applicable,Elementary,English,JK-8,NA,NA,35 Squire,Richmond Hill,Richmond Hill,Ontario,L4S1C6,905-770-8713,905-770-9596,http://cci.ycdsb.ca/,http://www.ycdsb.ca, 263 ,43.89738,-79.43814,19.4,100,SP,SP,15.2,NA,95%,7,95%,11,95%,15,84%,4,94%,8,77%,14,NA,NA,NA,NA,NA,NA,14.34,50.56,1,1,Dec-04-17
B67075,York CDSB,Cath Dist Sch Brd (E/F),703672,Divine Mercy Catholic Elementary School,Catholic,Not applicable,Elementary,English,JK-8,NA,NA,251 Melville,Vaughan,Maple,Ontario,L6A1Z1,905-832-2555,905-832-8804,http://dmy.ycdsb.ca/,http://www.ycdsb.ca, 483 ,43.85748,-79.53271,10.4,100,2.5,2.5,16.1,NA,80%,-6,80%,-6,60%,-4,82%,6,84%,-2,29%,-28,NA,NA,NA,NA,NA,NA,10.6,31.94,1,1,Dec-04-17
B67075,York CDSB,Cath Dist Sch Brd (E/F),849901,Father Bressani Catholic High School,Catholic,Not applicable,Secondary,English,9-12,NA,NA,250 Ansley Grove,Vaughan,Woodbridge,Ontario,L4L3W4,905-851-6643,905-851-9638,http://fbh.ycdsb.ca,http://www.ycdsb.ca," 1,004 ",43.79856,-79.56352,11.1,100,SP,SP,17.8,4.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83%,-1,39%,-5,87%,5,12.16,15.25,NA,NA,Dec-04-17
B67075,York CDSB,Cath Dist Sch Brd (E/F),856052,Father Frederick McGinn Catholic Elementary School,Catholic,Not applicable,Elementary,English,JK-8,NA,NA,61 Brockdale,Richmond Hill,Richmond Hill,Ontario,L4E4W2,905-223-8767,905-223-8770,http://ffm.ycdsb.ca/,http://www.ycdsb.ca, 575 ,43.93485256,-79.47762332,15.7,100,SP,SP,11.3,NA,80%,10,77%,2,78%,13,83%,3,78%,-5,42%,-10,NA,NA,NA,NA,NA,NA,10.96,69.77,1,1,Dec-04-17
B67075,York CDSB,Cath Dist Sch Brd (E/F),706540,Father Henri J M Nouwen Catholic Elementary School,Catholic,Not applicable,Elementary,English,JK-8,NA,NA,121 Larratt,Richmond Hill,Richmond Hill,Ontario,L4C0E6,905-884-8086,905-884-4598,http://fhn.ycdsb.ca/,http://www.ycdsb.ca, 350 ,43.89337,-79.46217,18.3,100,2.9,2.9,15.7,NA,86%,11,86%,8,75%,9,83%,0,76%,-16,48%,-27,NA,NA,NA,NA,NA,NA,12.66,68.94,1,1,Dec-04-17
B67075,York CDSB,Cath Dist Sch Brd (E/F),710024,Father John Kelly Catholic Elementary School,Catholic,Not applicable,Elementary,English,JK-8,NA,NA,9350 Keele,Vaughan,Maple,Ontario,L6A1P4,905-832-5353,905-832-5807,http://fjk.ycdsb.ca/,http://www.ycdsb.ca, 286 ,43.84027,-79.50917,6.6,100,SP,SP,8,NA,83%,24,83%,-7,65%,6,88%,4,96%,10,65%,30,NA,NA,NA,NA,NA,NA,11.06,33.62,0.75,1,Dec-04-17
B67075,York CDSB,Cath Dist Sch Brd (E/F),706809,Father Michael McGivney Catholic Academy High School,Catholic,Not applicable,Secondary,English,9-12,NA,NA,5300 th,Markham,Markham,Ontario,L3S3K8,905-472-4961,905-472-4976,http://fmmh.ycdsb.ca/,http://www.ycdsb.ca," 1,076 ",43.84971,-79.27836,47.7,100,4.6,4.6,8.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90%,6,45%,12,93%,4,22.59,23.91,NA,NA,Dec-04-17
B67075,York CDSB,Cath Dist Sch Brd (E/F),708062,Good Shepherd Catholic Elementary School,Catholic,Not applicable,Elementary,English,JK-8,NA,NA,19112 nd Concession Road,East Gwillimbury,East Gwillimbury,Ontario,L9N0H2,905-895-0303,905-895-0304,http://gsd.ycdsb.ca/,http://www.ycdsb.ca, 159 ,44.09797,-79.4688,SP,100,NA,NA,25.8,NA,79%,3,93%,5,50%,-32,62%,-34,69%,-24,19%,-17,NA,NA,NA,NA,NA,NA,9.26,28.65,1,1,Dec-04-17
B67075,York CDSB,Cath Dist Sch Brd (E/F),688745,Guardian Angels,Catholic,Not applicable,Elementary,English,JK-8,NA,NA,200 Lawford Road,Vaughan,Vaughan,Ontario,L4H0Z5,905-303-5441,NA,NA,http://www.ycdsb.ca, 428 ,43.84863,-79.56863,13.6,100,SP,SP,8.9,NA,80%,22,74%,-1,68%,15,95%,19,95%,11,66%,6,NA,NA,NA,NA,NA,NA,9.4,41.75,1,1,Dec-04-17
B67075,York CDSB,Cath Dist Sch Brd (E/F),720488,Holy Cross Catholic Academy High School,Catholic,Not applicable,Secondary,English,9-12,NA,NA,7501 Martin Grove,Vaughan,Woodbridge,Ontario,L4L1A5,905-851-6699,905-851-4207,http://hocr.ycdsb.ca/,http://www.ycdsb.ca, 886 ,43.7692,-79.60755,9.8,100,SP,SP,18.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55%,-29,39%,-15,76%,-4,14.41,14.31,NA,NA,Dec-04-17
B67075,York CDSB,Cath Dist Sch Brd (E/F),716995,Holy Jubilee Catholic Elementary School,Catholic,Not applicable,Elementary,English,JK-8,NA,NA,400 St Joan of Arc,Vaughan,Maple,Ontario,L6A2S8,905-303-6121,905-303-8079,http://hje.ycdsb.ca/,http://www.ycdsb.ca, 690 ,43.86987,-79.52362,9.9,100,SP,SP,8.6,NA,79%,6,84%,7,67%,3,85%,4,86%,-4,32%,-17,NA,NA,NA,NA,NA,NA,9.18,44.95,1,1,Dec-04-17
B67075,York CDSB,Cath Dist Sch Brd (E/F),756440,Holy Name Catholic Elementary School,Catholic,Not applicable,Elementary,English,JK-8,NA,NA,2585 King,King,King City,Ontario,L7B1H3,905-833-5852,905-833-4193,http://hne.ycdsb.ca/,http://www.ycdsb.ca, 456 ,43.92978,-79.5087,6.1,100,SP,SP,6.8,NA,86%,21,93%,20,74%,14,93%,-3,90%,-10,56%,-36,NA,NA,NA,NA,NA,NA,7.91,34.37,1,1,Dec-04-17
B67075,York CDSB,Cath Dist Sch Brd (E/F),718432,Holy Spirit Catholic Elementary School,Catholic,Not applicable,Elementary,English,JK-8,NA,NA,315 Stone,Aurora,Aurora,Ontario,L4G6Y7,905-713-6813,905-713-6744,http://hst.ycdsb.ca/,http://www.ycdsb.ca, 279 ,43.99457,-79.44929,13.3,100,SP,SP,20.1,NA,78%,-6,80%,-9,58%,-24,81%,8,81%,-4,50%,4,NA,NA,NA,NA,NA,NA,9.75,52,1,1,Dec-04-17
B67075,York CDSB,Cath Dist Sch Brd (E/F),721530,Immaculate Conception Catholic Elementary School,Catholic,Not applicable,Elementary,English,JK-8,NA,NA,500 Aberdeen,Vaughan,Woodbridge,Ontario,L4L5J4,905-851-9528,905-851-8646,http://icn.ycdsb.ca/,http://www.ycdsb.ca, 656 ,43.79311,-79.57063,12.5,99.5,2,2,6.6,NA,62%,15,48%,15,49%,-9,93%,3,87%,22,39%,4,NA,NA,NA,NA,NA,NA,9.01,33.81,0.929,1,Dec-04-17
B67075,York CDSB,Cath Dist Sch Brd (E/F),874888,Jean Vanier High School,Catholic,Not applicable,Secondary,English,9-12,NA,NA,10475 Bayview,Richmond Hill,Richmond Hill,Ontario,L4C3P2,905-770-8656,905-770-2678,http://jvh.ycdsb.ca/,http://www.ycdsb.ca, 751 ,43.88646,-79.4179,38.1,99.6,7.2,7.1,18.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87%,-1,58%,15,80%,-4,24.14,34.5,NA,NA,Dec-04-17
B67075,York CDSB,Cath Dist Sch Brd (E/F),726206,Light of Christ Catholic Elementary School,Catholic,Not applicable,Elementary,English,JK-8,NA,NA,290 McClellan,Aurora,Aurora,Ontario,L4G6P3,905-727-5400,905-727-2389,http://loc.ycdsb.ca/,http://www.ycdsb.ca, 296 ,43.97084,-79.48458,9.1,100,SP,SP,25.7,NA,85%,-15,95%,-5,60%,-26,94%,7,91%,-3,57%,12,NA,NA,NA,NA,NA,NA,9.24,47.7,1,1,Dec-04-17
B67075,York CDSB,Cath Dist Sch Brd (E/F),737690,Notre Dame Catholic Elementary School,Catholic,Not applicable,Elementary,English,JK-8,NA,NA,715 Kingsmere,Newmarket,Newmarket,Ontario,L3X1L4,905-895-5001,905-895-1197,http://nde.ycdsb.ca/,http://www.ycdsb.ca, 573 ,44.03928,-79.43679,9.6,100,2.3,3.1,12.4,NA,86%,17,86%,10,64%,-1,84%,-4,90%,-2,66%,3,NA,NA,NA,NA,NA,NA,9.94,53.11,1,1,Dec-04-17
B67075,York CDSB,Cath Dist Sch Brd (E/F),741752,Our Lady Help of Christians Catholic Elementary School,Catholic,Not applicable,Elementary,English,JK-8,NA,NA,275 Redstone,Richmond Hill,Richmond Hill,Ontario,L4S2H1,905-884-4023,905-884-7603,http://olhc.ycdsb.ca/,http://www.ycdsb.ca, 459 ,43.89191,-79.39972,30.5,100,4.1,4.6,10.5,NA,81%,-6,77%,-10,66%,-18,91%,0,92%,1,73%,0,NA,NA,NA,NA,NA,NA,18.35,56.09,1,1,Dec-04-17
B67075,York CDSB,Cath Dist Sch Brd (E/F),744026,Our Lady of Fatima Catholic Elementary School,Catholic,Not applicable,Elementary,English,JK-8,NA,NA,191 Crofters,Vaughan,Woodbridge,Ontario,L4L7G3,905-856-1666,905-856-9378,http://olf.ycdsb.ca/,http://www.ycdsb.ca, 456 ,43.81169,-79.60138,3.5,99.6,SP,SP,7.9,NA,84%,-6,84%,-9,68%,-15,95%,4,95%,1,70%,14,NA,NA,NA,NA,NA,NA,5.75,38.19,0.375,1,Dec-04-17
B67075,York CDSB,Cath Dist Sch Brd (E/F),741744,Our Lady of Good Counsel Catholic Elementary School,Catholic,Not applicable,Elementary,English,JK-8,NA,NA,53 Morton,East Gwillimbury,Sharon,Ontario,L0G1V0,905-478-4242,905-478-8642,http://olgc.ycdsb.ca/,http://www.ycdsb.ca, 263 ,44.10319,-79.43297,5.7,100,SP,SP,16.7,NA,83%,-5,91%,-9,87%,12,86%,-10,82%,-14,68%,11,NA,NA,NA,NA,NA,NA,8.76,43.78,0.667,1,Dec-04-17
B67075,York CDSB,Cath Dist Sch Brd (E/F),744484,Our Lady of Grace Catholic Elementary School,Catholic,Not applicable,Elementary,English,JK-8,NA,NA,120 Aurora Heights,Aurora,Aurora,Ontario,L4G6C4,905-727-5631,905-727-5298,http://olg.ycdsb.ca/,http://www.ycdsb.ca, 285 ,44.00086,-79.48251,11.2,100,SP,SP,18.9,NA,87%,23,52%,-18,65%,-8,78%,-10,81%,-2,39%,-17,NA,NA,NA,NA,NA,NA,11.33,34.57,0.667,1,Dec-04-17
B67075,York CDSB,Cath Dist Sch Brd (E/F),742236,Our Lady of Hope Catholic Elementary School,Catholic,Not applicable,Elementary,English,JK-8,NA,NA,80 Red Cardinal,Richmond Hill,Richmond Hill,Ontario,L4E4B8,905-773-1383,905-773-4799,http://olh.ycdsb.ca/,http://www.ycdsb.ca, 634 ,43.95479,-79.47623,7.3,99.8,SP,SP,18.1,NA,79%,12,69%,-5,67%,-5,84%,-3,88%,0,39%,-20,NA,NA,NA,NA,NA,NA,10.13,50.16,1,1,Dec-04-17
B67075,York CDSB,Cath Dist Sch Brd (E/F),741710,Our Lady of the Annunciation Catholic Elementary School,Catholic,Not applicable,Elementary,English,JK-8,NA,NA,30 Bayswater,Richmond Hill,Richmond Hill,Ontario,L4E2L3,905-773-5592,905-773-2097,http://ola.ycdsb.ca/,http://www.ycdsb.ca, 359 ,43.95252,-79.44796,9.7,100,SP,SP,9.7,NA,91%,7,94%,-3,85%,11,95%,4,98%,4,78%,34,NA,NA,NA,NA,NA,NA,11.21,67.13,1,1,Dec-04-17
B67075,York CDSB,Cath Dist Sch Brd (E/F),748528,Our Lady of the Lake Catholic College High School,Catholic,Not applicable,Secondary,English,9-12,NA,NA,185 Glenwoods,Georgina,Keswick,Ontario,L4P2W6,905-656-9140,905-656-9142,http://ollh.ycdsb.ca/,http://www.ycdsb.ca, 394 ,44.21328,-79.46022,7.9,100,NA,NA,28.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72%,-6,54%,35,72%,-6,16.98,6.12,NA,NA,Dec-04-17
B67075,York CDSB,Cath Dist Sch Brd (E/F),748536,Our Lady of the Lake Catholic Elementary School,Catholic,Not applicable,Elementary,English,7-8,NA,NA,185 Glenwoods,Georgina,Keswick,Ontario,L4P2W6,905-656-9140,905-656-9142,http://ollh.ycdsb.ca/,http://www.ycdsb.ca, 150 ,44.21322,-79.46089,8,99.3,SP,SP,28.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.52,12.01,NA,NA,Dec-04-17
B67075,York CDSB,Cath Dist Sch Brd (E/F),732281,Our Lady of the Rosary Catholic Elementary School,Catholic,Not applicable,Elementary,English,JK-8,NA,NA,206 Glen Shields,Vaughan,Concord,Ontario,L4K1T8,905-669-6690,905-669-9520,http://olr.ycdsb.ca/,http://www.ycdsb.ca, 321 ,43.79392,-79.4814,17.1,99.7,4.7,4.7,10,NA,95%,5,97%,7,92%,11,91%,-1,91%,-5,67%,17,NA,NA,NA,NA,NA,NA,14.31,41.48,1,1,Dec-04-17
B67075,York CDSB,Cath Dist Sch Brd (E/F),766636,Pope Francis Catholic Elementary School,Catholic,Not applicable,Elementary,English,JK-8,NA,NA,15 Secord Avenue,Vaughan,Kleinburg,Ontario,L4H3Z3,905-893-8782,905-893-9753,http://pfs.ycdsb.ca/,http://www.ycdsb.ca, NA ,43.83015,-79.65562,NA,NA,NA,NA,NA,NA,90%,NA,97%,NA,87%,NA,100%,NA,100%,NA,67%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dec-04-17
B67075,York CDSB,Cath Dist Sch Brd (E/F),749966,Prince of Peace Catholic Elementary School,Catholic,Not applicable,Elementary,English,JK-6,NA,NA,181 Glenwoods,Georgina,Keswick,Ontario,L4P3E9,905-476-1551,905-476-1706,http://pop.ycdsb.ca/,http://www.ycdsb.ca, 235 ,44.21274,-79.45963,SP,100,SP,SP,17,NA,76%,19,48%,-9,36%,-14,78%,7,86%,9,25%,2,NA,NA,NA,NA,NA,NA,12.08,11.15,1,1,Dec-04-17
B67075,York CDSB,Cath Dist Sch Brd (E/F),756709,Sacred Heart Catholic High School,Catholic,Not applicable,Secondary,English,9-12,NA,NA,908 Lemar,Newmarket,Newmarket,Ontario,L3Y1R9,905-895-3340,905-895-9416,http://sahe.ycdsb.ca/,http://www.ycdsb.ca, 986 ,44.05783,-79.44088,20.1,99.7,5.9,6,24.6,5.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91%,0,65%,26,83%,-4,15.81,24.8,NA,NA,Dec-04-17
B67075,York CDSB,Cath Dist Sch Brd (E/F),753161,San Lorenzo Ruiz Catholic Elementary School,Catholic,Not applicable,Elementary,English,JK-8,NA,NA,840 Bur Oak,Markham,Markham,Ontario,L6E0E1,905-202-2430,905-294-7886,http://slr.ycdsb.ca/,http://www.ycdsb.ca, 564 ,43.89704,-79.28262,34,100,2.8,3,7.6,NA,87%,2,88%,0,82%,0,92%,-2,97%,0,78%,-3,NA,NA,NA,NA,NA,NA,12.28,60.52,1,1,Dec-04-17
B67075,York CDSB,Cath Dist Sch Brd (E/F),822728,San Marco Catholic Elementary School,Catholic,Not applicable,Elementary,English,JK-8,NA,NA,250 Coronation,Vaughan,Woodbridge,Ontario,L4L6H3,905-850-2230,905-850-2433,http://smo.ycdsb.ca/,http://www.ycdsb.ca, 335 ,43.79081,-79.62027,17.3,99.4,SP,SP,17.6,NA,71%,19,89%,1,54%,6,79%,-3,86%,7,46%,2,NA,NA,NA,NA,NA,NA,11.98,22.8,1,1,Dec-04-17
B67075,York CDSB,Cath Dist Sch Brd (E/F),762016,Sir Richard W Scott Catholic Elementary School,Catholic,Not applicable,Elementary,English,JK-8,NA,NA,90 Roxbury,Markham,Markham,Ontario,L3S3S8,905-472-3964,905-472-4283,http://srws.ycdsb.ca/,http://www.ycdsb.ca, 405 ,43.85889,-79.24682,24.2,100,SP,SP,7.9,NA,89%,4,94%,-2,69%,-14,88%,-3,90%,1,65%,-6,NA,NA,NA,NA,NA,NA,12.31,57.1,1,1,Dec-04-17
B67075,York CDSB,Cath Dist Sch Brd (E/F),765201,St Agnes of Assisi Catholic Elementary School,Catholic,Not applicable,Elementary,English,JK-8,NA,NA,120 La Rocca,Vaughan,Woodbridge,Ontario,L4H2A9,905-303-4646,905-653-2276,http://saa.ycdsb.ca/,http://www.ycdsb.ca, 487 ,43.82975999,-79.56214001,28.3,100,SP,2.3,12.9,NA,69%,-5,55%,-25,55%,-10,80%,-4,80%,-11,52%,-9,NA,NA,NA,NA,NA,NA,9.81,31.68,0.833,1,Dec-04-17
B67075,York CDSB,Cath Dist Sch Brd (E/F),874396,St Andrew Catholic Elementary School,Catholic,Not applicable,Elementary,English,JK-8,NA,NA,151 Forest Fountain,Vaughan,Woodbridge,Ontario,L4H1S4,905-893-1968,905-893-3213,http://saw.ycdsb.ca/,http://www.ycdsb.ca, 533 ,43.8183,-79.6122,10.3,99.8,NA,NA,9.6,NA,85%,9,89%,7,54%,-20,89%,-2,91%,2,71%,10,NA,NA,NA,NA,NA,NA,6.99,53.3,1,1,Dec-04-17
B67075,York CDSB,Cath Dist Sch Brd (E/F),769606,St Angela Merici Catholic Elementary School,Catholic,Not applicable,Elementary,English,JK-8,NA,NA,8881 Martin Grove,Vaughan,Woodbridge,Ontario,L4H1C3,905-856-4996,905-856-9431,http://sam.ycdsb.ca/,http://www.ycdsb.ca, 362 ,43.80079,-79.62327,4.4,99.7,NA,NA,8.8,NA,83%,6,94%,8,67%,25,89%,-1,91%,-5,69%,13,NA,NA,NA,NA,NA,NA,9.28,25.06,1,1,Dec-04-17
B67075,York CDSB,Cath Dist Sch Brd (E/F),774049,St Anne Catholic Elementary School,Catholic,Not applicable,Elementary,English,JK-8,NA,NA,105 Don Head Village,Richmond Hill,Richmond Hill,Ontario,L4C7N1,905-883-0311,905-883-9775,http://sae.ycdsb.ca/,http://www.ycdsb.ca, 287 ,43.8643,-79.45372,19.5,100,SP,SP,13.9,NA,79%,-13,88%,-12,75%,-9,84%,3,94%,3,44%,-12,NA,NA,NA,NA,NA,NA,13.12,52.86,0.667,1,Dec-04-17
B67075,York CDSB,Cath Dist Sch Brd (E/F),773689,St Anthony Catholic Elementary School,Catholic,Not applicable,Elementary,English,JK-8,NA,NA,141 Kirk,Markham,Thornhill,Ontario,L3T3L3,905-889-7420,905-889-6123,http://say.ycdsb.ca/,http://www.ycdsb.ca, 250 ,43.82915,-79.41531,25.2,100,SP,4.4,7.6,NA,67%,5,92%,15,80%,19,93%,-7,86%,-14,50%,-31,NA,NA,NA,NA,NA,NA,15.84,38.32,1,1,Dec-04-17
B67075,York CDSB,Cath Dist Sch Brd (E/F),765708,St Augustine Catholic High School,Catholic,Not applicable,Secondary,English,9-12,NA,NA,2188 Rodick,Markham,Markham,Ontario,L6C1S3,905-887-6171,905-887-6163,http://stau.ycdsb.ca,http://www.ycdsb.ca," 1,120 ",43.87515,-79.35782,37.5,99.7,1.3,1.4,10.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98%,4,59%,-36,92%,-2,17.24,29.61,NA,NA,Dec-04-17
B67075,York CDSB,Cath Dist Sch Brd (E/F),777161,St Benedict Catholic Elementary School,Catholic,Not applicable,Elementary,English,JK-8,NA,NA,50 Aldergrove,Markham,Unionville,Ontario,L3R7E4,905-475-9646,905-475-9196,http://sbt.ycdsb.ca/,http://www.ycdsb.ca, 240 ,43.8315,-79.29052,53.8,100,7.1,8.3,17.5,NA,87%,1,83%,-10,77%,-9,96%,8,100%,0,88%,4,NA,NA,NA,NA,NA,NA,24.14,25.62,1,1,Dec-04-17
B67075,York CDSB,Cath Dist Sch Brd (E/F),773832,St Bernadette's Catholic Elementary School,Catholic,Not applicable,Elementary,English,JK-6,NA,Box 719,5279 Black River,Georgina,Sutton West,Ontario,L0E1R0,905-722-6226,905-722-0011,http://sbe.ycdsb.ca/,http://www.ycdsb.ca, 159 ,44.30934,-79.36829,SP,100,NA,SP,20.1,NA,86%,29,86%,29,48%,10,N/R,NA,N/R,NA,N/R,NA,NA,NA,NA,NA,NA,NA,16.96,16.23,1,1,Dec-04-17
B67075,York CDSB,Cath Dist Sch Brd (E/F),836324,St Brendan Catholic School,Catholic,Not applicable,Elementary,English,JK-8,NA,NA,751 Hoover Park,Whitchurch - Stouffville,Stouffville,Ontario,L4A0Z6,416-221-5051,905-713-1809,NA,http://www.ycdsb.ca, 756 ,43.96295,-79.25427,12.2,100,SP,1.5,7.7,NA,75%,-7,73%,-7,55%,-12,83%,-1,74%,-17,24%,-15,NA,NA,NA,NA,NA,NA,8.13,53.47,0.875,1,Dec-04-17
